Gender, Martial_Status, checking_account, Duration, Credit_history, Purpose, Credit_amount, Saving_Account, Employment, Installment, Debtors, Residence, Propety, Age, Other_installment, Housing, Credits, Job, Number_of_People, Telephone, Foreign_worker, Type_of_customer
female, divorced/separated/married, no account, 18, other credits existing, new car, 1055, <100 DM, <1 year, 4, none, 1, society saving agreement, 30, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 15, existing paid back duly till now, domestic appliances, 1262, <500-1000 DM, 4-7 years, 4, none, 3, society saving agreement, 36, none, own, 2, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 10, existing paid back duly till now, new car, 7308, <100 DM, unemplyed, 2, none, 4, np property, 70, bank, for free, 1, manager/self-employed, 1, yes, yes, 1
male, single, no account, 36, existing paid back duly till now, new car, 909, <500-1000 DM, >= 7 years, 4, none, 4, society saving agreement, 36, none, own, 1, skilled employee, 1, none, yes, 1
male, single, no account, 6, existing paid back duly till now, furniture/equipment, 2978, <500-1000 DM, 1-4 years, 1, none, 2, other, 32, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0 DM, 18, existing paid back duly till now, furniture/equipment, 1131, <100 DM, unemplyed, 4, none, 2, other, 33, none, own, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 11, existing paid back duly till now, furniture/equipment, 1577, >=100 DM, <1 year, 4, none, 1, real estate, 20, none, own, 1, skilled employee, 1, none, yes, 1
female, divorced/separated/married, no account, 24, existing paid back duly till now, furniture/equipment, 3972, <100 DM, 4-7 years, 2, none, 4, society saving agreement, 25, none, rent, 1, skilled employee, 1, yes, yes, 1
male, divorced/separated, 0-200 DM, 24, other credits existing, business, 1935, <100 DM, >= 7 years, 4, none, 4, real estate, 31, none, own, 2, skilled employee, 1, yes, yes, 2
male, single, 0 DM, 15, all paid back duly, new car, 950, <100 DM, >= 7 years, 4, none, 3, other, 33, none, rent, 2, skilled employee, 2, none, yes, 2
female, divorced/separated/married, no account, 12, existing paid back duly till now, furniture/equipment, 763, <100 DM, 1-4 years, 4, none, 1, real estate, 26, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 24, delay in paying off, furniture/equipment, 2064, <100 DM, unemplyed, 3, none, 2, society saving agreement, 34, none, own, 1, manager/self-employed, 1, yes, yes, 2
male, single, 0-200 DM, 8, existing paid back duly till now, radio/television, 1414, <100 DM, 1-4 years, 4, guarantor, 2, real estate, 33, none, own, 1, skilled employee, 1, none, no, 1
male, single, 0 DM, 21, delay in paying off, education, 3414, <100 DM, <1 year, 2, none, 1, society saving agreement, 26, none, own, 2, skilled employee, 1, none, yes, 2
female, divorced/separated/married, no account, 30, all at this bank paid back duly, used car, 7485, unknown, unemplyed, 4, none, 1, real estate, 53, bank, own, 1, manager/self-employed, 1, yes, yes, 2
male, divorced/separated, 0 DM, 12, existing paid back duly till now, furniture/equipment, 2577, <100 DM, 1-4 years, 2, none, 1, other, 42, none, own, 1, skilled employee, 1, none, yes, 1
male, single, 0 DM, 6, other credits existing, radio/television, 338, <500-1000 DM, >= 7 years, 4, none, 4, other, 52, none, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 12, existing paid back duly till now, radio/television, 1963, <100 DM, 4-7 years, 4, none, 2, other, 31, none, rent, 2, manager/self-employed, 2, yes, yes, 1
male, single, 0 DM, 21, other credits existing, new car, 571, <100 DM, >= 7 years, 4, none, 4, real estate, 65, none, own, 2, skilled employee, 1, none, yes, 1
male, divorced/separated, no account, 36, delay in paying off, business, 9572, <100 DM, <1 year, 1, none, 1, other, 28, none, own, 2, skilled employee, 1, none, yes, 2
male, divorced/separated, 0-200 DM, 36, delay in paying off, business, 4455, <100 DM, 1-4 years, 2, none, 2, real estate, 30, stores, own, 2, manager/self-employed, 1, yes, yes, 2
male, single, 0 DM, 21, all at this bank paid back duly, new car, 1647, unknown, 1-4 years, 4, none, 2, society saving agreement, 40, none, own, 2, unskilled resident, 2, none, yes, 2
male, single, no account, 24, other credits existing, furniture/equipment, 3777, >=100 DM, 1-4 years, 4, none, 4, real estate, 50, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 18, other credits existing, new car, 884, <100 DM, >= 7 years, 4, none, 4, other, 36, bank, own, 1, skilled employee, 2, yes, yes, 2
male, single, no account, 15, other credits existing, radio/television, 1360, <100 DM, 1-4 years, 4, none, 2, society saving agreement, 31, none, own, 2, skilled employee, 1, none, yes, 1
female, divorced/separated/married, 0-200 DM, 9, all at this bank paid back duly, used car, 5129, <100 DM, >= 7 years, 2, none, 4, np property, 74, bank, for free, 1, manager/self-employed, 2, yes, yes, 2
male, single, 0-200 DM, 16, other credits existing, new car, 1175, <100 DM, unemplyed, 2, none, 3, other, 68, none, for free, 3, unskilled non-resident, 1, yes, yes, 1
male, married/widowed, 0 DM, 12, existing paid back duly till now, radio/television, 674, <100-500 DM, 4-7 years, 4, none, 1, society saving agreement, 20, none, own, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 18, all paid back duly, furniture/equipment, 3244, <100 DM, 1-4 years, 1, none, 4, other, 33, bank, own, 2, skilled employee, 1, yes, yes, 1
male, single, no account, 24, existing paid back duly till now, business, 4591, >=100 DM, 1-4 years, 2, none, 3, society saving agreement, 54, none, own, 3, manager/self-employed, 1, yes, yes, 2
male, single, 0-200 DM, 48, all paid back duly, business, 3844, <100-500 DM, 4-7 years, 4, none, 4, np property, 34, none, for free, 1, unskilled resident, 2, none, yes, 2
male, single, 0-200 DM, 27, existing paid back duly till now, business, 3915, <100 DM, 1-4 years, 4, none, 2, other, 36, none, own, 1, skilled employee, 2, yes, yes, 2
male, married/widowed, no account, 6, existing paid back duly till now, radio/television, 2108, <100 DM, 4-7 years, 2, none, 2, real estate, 29, none, rent, 1, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 45, existing paid back duly till now, radio/television, 3031, <100-500 DM, 1-4 years, 4, guarantor, 4, society saving agreement, 21, none, rent, 1, skilled employee, 1, none, yes, 2
female, divorced/separated/married, 0-200 DM, 9, other credits existing, education, 1501, <100 DM, >= 7 years, 2, none, 3, other, 34, none, own, 2, manager/self-employed, 1, yes, yes, 2
female, divorced/separated/married, no account, 6, other credits existing, radio/television, 1382, <100 DM, 1-4 years, 1, none, 1, other, 28, none, own, 2, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 12, existing paid back duly till now, furniture/equipment, 951, <100-500 DM, <1 year, 4, none, 4, other, 27, bank, rent, 4, skilled employee, 1, none, yes, 2
male, single, 0-200 DM, 24, existing paid back duly till now, used car, 2760, unknown, >= 7 years, 4, none, 4, np property, 36, bank, for free, 1, skilled employee, 1, yes, yes, 1
male, divorced/separated, 0-200 DM, 18, delay in paying off, furniture/equipment, 4297, <100 DM, >= 7 years, 4, none, 3, np property, 40, none, own, 1, manager/self-employed, 1, yes, yes, 2
male, single, no account, 9, other credits existing, education, 936, <500-1000 DM, >= 7 years, 4, none, 2, other, 52, none, own, 2, skilled employee, 1, yes, yes, 1
male, married/widowed, 0 DM, 12, existing paid back duly till now, new car, 1168, <100 DM, 1-4 years, 4, none, 3, real estate, 27, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 27, delay in paying off, business, 5117, <100 DM, 4-7 years, 3, none, 4, other, 26, none, own, 2, skilled employee, 1, none, yes, 1
male, married/widowed, 0 DM, 12, existing paid back duly till now, retraining, 902, <100 DM, 4-7 years, 4, none, 4, society saving agreement, 21, none, rent, 1, skilled employee, 1, none, yes, 2
male, single, no account, 12, other credits existing, new car, 1495, <100 DM, >= 7 years, 4, none, 1, real estate, 38, none, own, 2, unskilled resident, 2, none, yes, 1
male, single, 0 DM, 30, other credits existing, used car, 10623, <100 DM, >= 7 years, 3, none, 4, np property, 38, none, for free, 3, manager/self-employed, 2, yes, yes, 1
male, single, no account, 12, other credits existing, furniture/equipment, 1935, <100 DM, >= 7 years, 4, none, 4, real estate, 43, none, own, 3, skilled employee, 1, yes, yes, 1
male, single, 0-200 DM, 12, other credits existing, domestic appliances, 1424, <100 DM, 4-7 years, 4, none, 3, society saving agreement, 26, none, own, 1, skilled employee, 1, none, yes, 1
male, married/widowed, 0 DM, 24, existing paid back duly till now, business, 6568, <100 DM, 1-4 years, 2, none, 2, other, 21, stores, own, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 12, existing paid back duly till now, used car, 1413, >=100 DM, 4-7 years, 3, none, 2, society saving agreement, 55, none, own, 1, skilled employee, 1, none, no, 1
male, single, no account, 9, other credits existing, radio/television, 3074, unknown, 1-4 years, 1, none, 2, real estate, 33, none, own, 2, skilled employee, 2, none, yes, 1
female, divorced/separated/married, no account, 36, existing paid back duly till now, radio/television, 3835, unknown, >= 7 years, 2, none, 4, real estate, 45, none, own, 1, unskilled resident, 1, yes, yes, 1
male, single, 0 DM, 27, all paid back duly, business, 5293, <100 DM, unemplyed, 2, none, 4, society saving agreement, 50, stores, own, 2, skilled employee, 1, yes, yes, 2
male, single, >=200 DM, 30, delay in paying off, business, 1908, <100 DM, >= 7 years, 4, none, 4, real estate, 66, none, own, 1, manager/self-employed, 1, yes, yes, 2
male, single, no account, 36, other credits existing, radio/television, 3342, unknown, >= 7 years, 4, none, 2, other, 51, none, own, 1, skilled employee, 1, yes, yes, 1
female, divorced/separated/married, 0-200 DM, 6, other credits existing, retraining, 932, unknown, 4-7 years, 1, none, 3, society saving agreement, 39, none, own, 2, unskilled resident, 1, none, yes, 1
male, single, 0 DM, 18, all paid back duly, business, 3104, <100 DM, 4-7 years, 3, none, 1, society saving agreement, 31, bank, own, 1, skilled employee, 1, yes, yes, 1
male, single, >=200 DM, 36, existing paid back duly till now, radio/television, 3913, <100 DM, 1-4 years, 2, none, 2, real estate, 23, none, own, 1, skilled employee, 1, yes, yes, 1
male, divorced/separated, 0 DM, 24, existing paid back duly till now, furniture/equipment, 3021, <100 DM, 1-4 years, 2, none, 2, real estate, 24, none, rent, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, no account, 10, existing paid back duly till now, new car, 1364, <100 DM, 1-4 years, 2, none, 4, other, 64, none, own, 1, skilled employee, 1, yes, yes, 1
male, married/widowed, 0-200 DM, 12, existing paid back duly till now, radio/television, 625, <100 DM, <1 year, 4, guarantor, 1, real estate, 26, bank, own, 1, unskilled resident, 1, none, yes, 1
female, divorced/separated/married, 0 DM, 12, existing paid back duly till now, education, 1200, unknown, 1-4 years, 4, none, 4, society saving agreement, 23, bank, rent, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 12, existing paid back duly till now, radio/television, 707, <100 DM, 1-4 years, 4, none, 2, real estate, 30, bank, own, 2, skilled employee, 1, none, yes, 1
male, single, no account, 24, delay in paying off, business, 2978, unknown, 1-4 years, 4, none, 4, real estate, 32, none, own, 2, skilled employee, 2, yes, yes, 1
male, single, no account, 15, existing paid back duly till now, used car, 4657, <100 DM, 1-4 years, 3, none, 2, other, 30, none, own, 1, skilled employee, 1, yes, yes, 1
male, single, no account, 36, all paid back duly, repairs, 2613, <100 DM, 1-4 years, 4, none, 2, other, 27, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0-200 DM, 48, existing paid back duly till now, radio/television, 10961, >=100 DM, 4-7 years, 1, co-applicant, 2, np property, 27, bank, own, 2, skilled employee, 1, yes, yes, 2
male, single, 0 DM, 12, existing paid back duly till now, furniture/equipment, 7865, <100 DM, >= 7 years, 4, none, 4, np property, 53, none, for free, 1, manager/self-employed, 1, yes, yes, 2
male, single, no account, 9, existing paid back duly till now, radio/television, 1478, <100 DM, 4-7 years, 4, none, 2, other, 22, none, own, 1, skilled employee, 1, none, yes, 2
male, single, 0 DM, 24, existing paid back duly till now, furniture/equipment, 3149, <100 DM, <1 year, 4, none, 1, np property, 22, bank, for free, 1, skilled employee, 1, none, yes, 1
male, single, >=200 DM, 36, existing paid back duly till now, radio/television, 4210, <100 DM, 1-4 years, 4, none, 2, other, 26, none, own, 1, skilled employee, 1, none, yes, 2
male, single, no account, 9, existing paid back duly till now, new car, 2507, <500-1000 DM, >= 7 years, 2, none, 4, np property, 51, none, for free, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 12, existing paid back duly till now, radio/television, 2141, <100-500 DM, 4-7 years, 3, none, 1, np property, 35, none, own, 1, skilled employee, 1, none, yes, 1
male, married/widowed, 0-200 DM, 18, existing paid back duly till now, radio/television, 866, <100 DM, 1-4 years, 4, guarantor, 2, real estate, 25, none, own, 1, unskilled resident, 1, none, yes, 1
male, single, no account, 4, other credits existing, radio/television, 1544, <100 DM, 4-7 years, 2, none, 1, real estate, 42, none, own, 3, unskilled resident, 2, none, yes, 1
male, single, 0 DM, 24, existing paid back duly till now, radio/television, 1823, <100 DM, unemplyed, 4, none, 2, other, 30, stores, own, 1, manager/self-employed, 2, none, yes, 2
male, single, 0-200 DM, 6, existing paid back duly till now, new car, 14555, unknown, unemplyed, 1, none, 2, society saving agreement, 23, none, own, 1, unskilled non-resident, 1, yes, yes, 2
male, divorced/separated, 0-200 DM, 21, existing paid back duly till now, business, 2767, <100-500 DM, >= 7 years, 4, none, 2, other, 61, bank, rent, 2, unskilled resident, 1, none, yes, 2
female, divorced/separated/married, no account, 12, other credits existing, radio/television, 1291, <100 DM, 1-4 years, 4, none, 2, society saving agreement, 35, none, own, 2, skilled employee, 1, none, yes, 1
male, single, 0 DM, 30, existing paid back duly till now, radio/television, 2522, <100 DM, >= 7 years, 1, guarantor, 3, society saving agreement, 39, none, own, 1, skilled employee, 2, none, yes, 1
female, divorced/separated/married, 0 DM, 24, existing paid back duly till now, new car, 915, unknown, >= 7 years, 4, none, 2, other, 29, bank, own, 1, skilled employee, 1, none, yes, 2
